8	8	0	1010010111001010
14	6	8	0010100101001010
14	6	8	0100000111001010
14	6	8	1010010110000100
14	6	8	1010110100000010
15	7	8	1000001011101010
15	7	8	1001010011001010
15	7	8	1010000100101110
15	7	8	1010010101000110
17	9	8	0110110111001010
17	9	8	1010010111011001
17	9	8	1010011110111000
17	9	8	1110101110001010
18	4	14	0010000110000010
18	4	14	0010100100000100
18	4	14	0100000110000100
18	4	14	0100100100000010
18	10	8	1010010011111011
18	10	8	1010010111101101
18	10	8	1011011011011010
18	10	8	1101011111001010
19	5	14	0001100001001010
19	5	14	0100000101000110
19	5	14	0110010100000010
19	4	15	1000000010011000
19	5	14	1000001010100100
19	5	14	1000101000100010
19	5	14	1001010010000100
19	5	14	1001110000000010
19	5	14	1010000101100000
19	5	14	1010010100001000
20	5	15	1010000100001001
21	7	14	0000111001101010
21	7	14	0000111110001010
21	3	18	0001000010000010
21	3	18	0001100000000100
21	7	14	0010100101011001
21	7	14	0010100111000110
21	7	14	0010101100111000
21	3	18	0100000100001000
21	7	14	0100000111011001
21	7	14	0100001110111000
21	7	14	0100010100101110
21	7	14	0110011100001010
21	7	14	0110110110000100
21	7	14	0111000011001010
21	3	18	1000000100000010
21	6	15	1000001001100110
21	6	15	1000011000001110
21	7	14	1000100111001010
21	6	15	1001000000101110
21	6	15	1001010001000110
21	6	15	1010000110100010
21	7	14	1010110100010001
21	7	14	1110000101001010
21	7	14	1110001101000010
22	8	14	0010100001111011
22	8	14	0010100101101101
22	8	14	0011001111001010
22	8	14	0011101001011010
22	8	14	0100000011111011
22	8	14	0100000111101101
22	8	14	0101001011011010
22	8	14	0101101101001010
22	3	19	1000000000010100
22	7	15	1000001011001101
22	7	15	1010000000011111
22	8	14	1010010010110101
22	7	15	1010010101100001
22	8	14	1010010110100011
22	8	14	1010010111001010
22	8	14	1010110000110011
22	8	14	1010110100100101
22	8	14	1010110101001100
22	8	14	1011011010010100
22	8	14	1011111000010010
22	8	14	1100110101001010
22	8	14	1101011110000100
22	8	14	1101111100000010
23	5	18	0000011010100010
23	5	18	0000011101000010
23	4	19	0000110000011000
23	5	18	0000111000100100
23	5	18	0010000100001110
23	5	18	0010000110010001
23	6	17	0010001110001010
23	5	18	0010100110001000
23	9	14	0010110110101110
23	4	19	0100001000100010
23	5	18	0100010101100000
23	5	18	0100100100010001
23	8	15	0100101011101010
23	4	19	0101010000000010
23	8	15	0101110011001010
23	9	14	0110011011101010
23	8	15	0110100100101110
23	8	15	0110110101000110
23	5	18	0111000010000100
23	5	18	0111100000000010
23	4	19	1000001000101000
23	8	15	1000001011111001
23	4	19	1000011001000000
23	4	19	1000100001010000
23	5	18	1000100110000100
23	4	19	1001000001100000
23	4	19	1001010000001000
23	8	15	1001010011011001
23	8	15	1001011010111000
23	8	15	1010000100111101
23	8	15	1010001101011100
23	8	15	1010010101010101
23	9	14	1010010110010111
23	8	15	1010011100110100
23	9	14	1010100111100110
23	9	14	1010110110001110
23	9	14	1010111101110000
23	8	15	1100110010101010
23	8	15	1101101010001010
23	5	18	1110000100000100
23	8	15	1110101100000110
23	9	14	1110101111000100
24	5	19	0001011100000010
24	6	18	0010000010110011
24	6	18	0010000110100101
24	6	18	0010000111001100
24	6	18	0010100000110101
24	6	18	0010100100100011
24	6	18	0011001010010010
24	6	18	0011001110000100
24	6	18	0011101000010100
24	6	18	0011101100000010
24	6	18	0100000010110101
24	5	19	0100000101100001
24	6	18	0100000110100011
24	6	18	0100100000110011
24	5	19	0100100010011000
24	6	18	0100100100100101
24	6	18	0100100101001100
24	6	18	0101001010010100
24	6	18	0101001110000010
24	6	18	0101101000010010
24	6	18	0101101100000100
24	5	19	1000000010001011
24	5	19	1000001010000011
24	9	15	1000001111011011
24	9	15	1000011111011010
24	5	19	1000101000000101
24	4	20	1001000000001001
24	9	15	1001000111111010
24	9	15	1001010011101101
24	7	17	1001100110001010
24	5	19	1010000001010001
24	9	15	1010010001110111
24	7	17	1010010011101000
24	7	17	1010011010001001
24	9	15	1011001000111110
24	7	17	1011010010101000
24	9	15	1011011001010110
24	6	18	1100010110000010
24	6	18	1100110100000100
24	9	15	1101001100101110
24	9	15	1101011101000110
24	9	15	1110011011001010
24	9	15	1111000011101010
25	6	19	0000111100000110
25	7	18	0000111111000100
25	4	21	0001000000001110
25	4	21	0001000010010001
25	6	19	0001100001011001
25	4	21	0001100010001000
25	6	19	0001100011000110
25	6	19	0001101000111000
25	7	18	0010001111110000
25	7	18	0010010101100110
25	7	18	0010100100010111
25	6	19	0010101101000010
25	7	18	0010110111100000
25	4	21	0100000000101010
25	6	19	0100000101010101
25	7	18	0100000110010111
25	6	19	0100001100110100
25	5	20	0100010100001001
25	6	19	0100010110100010
25	7	18	0100100110001110
25	6	19	0100101010100100
25	7	18	0100101101110000
25	6	19	0101011000001010
25	6	19	0101110010000100
25	6	19	0110010010011000
25	6	19	0110010100010001
25	7	18	0110011010100100
25	7	18	0110011101000100
25	6	19	0110100101100000
25	6	19	0110110100001000
25	7	18	0110111000100010
25	4	21	0111000000001000
25	6	19	0111000001000110
25	6	19	1000000011010110
25	4	21	1000000100010001
25	6	19	1000000110101001
25	4	21	1000001001000001
25	4	21	1000100100001000
25	6	19	1000100101000110
25	6	19	1000101000110001
25	6	19	1001001110001000
25	6	19	1001110000010001
25	5	20	1010000000111000
25	6	19	1010001100010010
25	11	14	1010011111110110
25	4	21	1011000000000010
25	10	15	1011001111101010
25	6	19	1100010001100010
25	4	21	1101000000000100
25	6	19	1101000001001010
25	6	19	1101001001000010
25	7	18	1110100110000010
26	3	23	0000001010000100
26	5	21	0000001011001010
26	5	21	0000001110010010
26	3	23	0000010100000100
26	5	21	0000010101001010
26	3	23	0000101000000010
26	5	21	0000101100010100
26	7	19	0000101101011010
26	5	21	0000110110000010
26	5	21	0001000010100101
26	5	21	0001000011001100
26	5	21	0001010100001010
26	5	21	0001100000100011
26	7	19	0001100001101101
26	9	17	0001111111001010
26	3	23	0010000010100000
26	3	23	0010000101000000
26	5	21	0010100001101000
26	5	21	0010101000001001
26	5	21	0011001100001000
26	7	19	0011001101000110
26	5	21	0011100000101000
26	5	21	0100000000111001
26	3	23	0100000001010000
26	7	19	0100000001110111
26	5	21	0100000011101000
26	5	21	0100001010001001
26	4	22	0100100000010100
26	3	23	0100100000100000
26	5	21	0100100111000000
26	5	21	0101000010101000
26	5	21	0101001000011000
26	7	19	0101001001010110
26	5	21	0110001010000010
26	7	19	0110010000110011
26	7	19	0110010100100101
26	7	19	0110010101001100
26	6	20	0110100100001001
26	5	21	0110101000000100
26	7	19	0110101001001010
26	7	19	0111011000010010
26	4	22	1000000000000111
26	5	21	1000000000110011
26	5	21	1000000100100101
26	5	21	1000000101001100
26	5	21	1000001100001010
26	7	19	1000001110010101
26	7	19	1000010001111100
26	6	20	1000011000101001
26	5	21	1000011010000010
26	7	19	1000011110010100
26	7	19	1000101001101100
26	7	19	1000101100010011
26	7	19	1000111100010010
26	5	21	1001000010100010
26	5	21	1001000101000010
26	7	19	1001000110110100
26	5	21	1001001000010010
26	7	19	1001010010100011
26	11	15	1001010111111011
26	7	19	1001100100110010
26	7	19	1001110000100101
26	7	19	1001110001001100
26	4	22	1010000000001100
26	6	20	1010000100011010
26	7	19	1010000101000111
26	6	20	1010000110000101
26	7	19	1010010000111001
26	8	18	1010010011011100
26	7	19	1010100110101000
26	5	21	1010110000100000
26	7	19	1010110111000000
26	7	19	1011000110011000
26	7	19	1011001001110000
26	7	19	1011011000011000
26	9	17	1011011011001001
26	8	18	1100010011011010
26	3	23	1100100000000000
26	0	26	0000000000000000
