6	6	0	111001011
3	3	0	100000011
2	2	0	100001000
3	3	0	010101000
2	2	0	000010010
2	2	0	000000101
2	2	0	001100000
3	3	0	000001110
2	2	0	000101000
3	3	0	000011001
1	1	0	001000000
2	2	0	010001000
3	3	0	000100011
3	3	0	000110100
1	1	0	100000000
2	2	0	010100000
3	3	0	001000110
3	3	0	001010001
1	1	0	000001000
3	3	0	011010000
3	3	0	100010100
1	1	0	000100000
2	2	0	000000110
2	2	0	000010001
2	2	0	001001000
1	1	0	010000000
2	2	0	110000000
2	2	0	001010000
2	2	0	000001001
1	1	0	000000010
3	3	0	000001101
3	3	0	001000011
3	3	0	001010100
3	3	0	010011000
2	2	0	000100010
3	3	0	011000001
3	3	0	011000100
2	2	0	000001100
3	3	0	000000111
1	1	0	000010000
2	2	0	000100001
3	3	0	000101010
2	2	0	010010000
2	2	0	101000000
3	3	0	001001001
3	3	0	001011000
3	3	0	100100100
3	3	0	100110000
3	3	0	101001000
3	3	0	101100000
3	3	0	110000001
3	3	0	110000100
3	3	0	110010000
3	3	0	111000000
4	4	0	000011011
3	3	0	010100001
2	2	0	100000001
3	3	0	100001010
4	4	0	000011110
4	4	0	000101011
3	3	0	010010001
3	3	0	011001000
0	0	0	000000000
