6	6	0	111001011
9	3	6	100000011
9	3	6	111000000
10	1	9	000010000
10	4	6	000011011
10	4	6	110010010
11	2	9	001100000
11	5	6	001101011
11	2	9	100001000
11	5	6	101110001
12	2	10	000001100
12	2	10	001000010
12	3	9	100010100
12	6	6	111011100
13	3	10	000000111
13	1	12	000100000
13	3	10	000110010
13	3	10	001001001
13	3	10	010100001
13	4	9	010100011
13	3	10	100100100
13	4	9	100100101
13	3	10	100101000
13	7	6	111101101
14	4	10	000110110
14	5	9	000110111
14	3	11	001000101
14	3	11	001000110
14	4	10	010100110
14	3	11	010101000
14	4	10	010101010
14	5	9	011010011
14	4	10	011011000
14	5	9	011110100
14	8	6	011111111
14	5	9	101011010
14	4	10	110000101
14	5	9	110011001
14	4	10	110110000
15	2	13	000000110
15	2	13	000010001
15	2	13	000010100
15	2	13	000100001
15	3	12	000101010
15	4	11	000111001
15	4	11	000111100
15	5	10	000111101
15	4	11	001001101
15	3	12	001100100
15	1	14	010000000
15	2	13	010000001
15	2	13	010000100
15	2	13	010001000
15	3	12	010001010
15	3	12	011000100
15	4	11	011010001
15	2	13	100000001
15	2	13	100000010
15	4	11	101010001
15	4	11	101010100
15	6	9	101111010
15	2	13	110000000
15	5	10	110110100
15	6	9	110111001
15	6	9	111001011
15	6	9	111100110
16	2	14	000010010
16	3	13	000011001
16	3	13	000011100
16	3	13	000100101
16	1	15	001000000
16	4	12	001010101
16	5	11	001111100
16	3	13	010000101
16	4	12	010110100
16	5	11	011011010
16	4	12	011101000
16	3	13	100000110
16	5	11	100101110
16	6	10	100101111
16	4	12	100110010
16	4	12	100111000
16	5	11	101100110
16	5	11	110110010
16	7	9	111010111
17	2	15	000000011
17	4	13	000101011
17	2	15	000110000
17	2	15	001001000
17	2	15	001010000
17	3	14	001010001
17	3	14	001010010
17	3	14	001100010
17	4	13	001101001
17	6	11	001110111
17	4	13	010000111
17	3	14	010001100
17	2	15	010010000
17	4	13	010011010
17	5	12	010110110
17	5	12	011111000
17	3	14	100001010
17	4	13	100001110
17	6	11	100011111
17	2	15	100100000
17	4	13	100100011
17	5	12	101001101
17	6	11	101010111
17	5	12	110101100
17	7	10	110111011
17	4	13	111100000
17	5	12	111100010
18	2	16	000000101
18	1	17	000001000
18	3	15	000001101
18	3	15	000011010
18	3	15	001001100
18	4	14	001001110
18	5	13	001011110
18	4	14	001100011
18	5	13	001111001
18	3	15	010000011
18	3	15	010000110
18	4	14	010001101
18	4	14	010001110
18	3	15	010100010
18	4	14	010110001
18	4	14	011010010
18	5	13	011011001
18	3	15	100001001
18	3	15	100100001
18	5	13	100110011
18	2	16	101000000
18	3	15	101001000
18	3	15	101010000
18	7	11	101011111
18	6	12	101110110
18	3	15	110000001
18	5	13	110010101
18	6	12	110101110
18	5	13	111110000
19	2	17	000001001
19	3	16	000001011
19	0	19	000000000
